"Status","Date and Time","Response Time (ms)","Error","Location"
"up","03/30/2022 08:18:33 AM","426 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 08:17:33 AM","635 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 08:16:33 AM","660 ms","OK","Warsaw (Poland)"
"up","03/30/2022 08:15:33 AM","177 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 08:14:33 AM","361 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 08:13:33 AM","723 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 08:12:33 AM","569 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 08:11:33 AM","352 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 08:10:33 AM","210 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 08:09:33 AM","491 ms","OK","Portland 2 (OR)"
"up","03/30/2022 08:08:33 AM","651 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 08:07:33 AM","692 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 08:06:33 AM","564 ms","OK","Warsaw (Poland)"
"up","03/30/2022 08:05:33 AM","234 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 08:04:33 AM","455 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 08:03:33 AM","718 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 08:02:33 AM","617 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 08:01:33 AM","344 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 08:00:33 AM","287 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 07:59:33 AM","500 ms","OK","Portland 2 (OR)"
"up","03/30/2022 07:58:33 AM","429 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 07:57:33 AM","513 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 07:56:33 AM","520 ms","OK","Warsaw (Poland)"
"up","03/30/2022 07:55:33 AM","272 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 07:54:33 AM","355 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 07:53:33 AM","625 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 07:52:33 AM","591 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 07:51:33 AM","380 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 07:50:33 AM","172 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 07:49:33 AM","422 ms","OK","Portland 2 (OR)"
"up","03/30/2022 07:48:33 AM","465 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 07:47:33 AM","611 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 07:46:33 AM","581 ms","OK","Warsaw (Poland)"
"up","03/30/2022 07:45:33 AM","220 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 07:44:33 AM","362 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 07:43:33 AM","728 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 07:42:33 AM","596 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 07:41:33 AM","328 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 07:40:33 AM","245 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 07:39:33 AM","457 ms","OK","Portland 2 (OR)"
"up","03/30/2022 07:38:33 AM","459 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 07:37:33 AM","650 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 07:36:33 AM","510 ms","OK","Warsaw (Poland)"
"up","03/30/2022 07:35:33 AM","277 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 07:34:33 AM","421 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 07:33:33 AM","890 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 07:32:33 AM","602 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 07:31:33 AM","325 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 07:30:33 AM","282 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 07:29:33 AM","506 ms","OK","Portland 2 (OR)"
"up","03/30/2022 07:28:33 AM","565 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 07:27:33 AM","719 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 07:26:33 AM","532 ms","OK","Warsaw (Poland)"
"up","03/30/2022 07:25:33 AM","153 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 07:24:33 AM","463 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 07:23:33 AM","733 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 07:22:33 AM","568 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 07:21:33 AM","353 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 07:20:33 AM","194 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 07:19:33 AM","488 ms","OK","Portland 2 (OR)"
"up","03/30/2022 07:18:33 AM","498 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 07:17:33 AM","589 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 07:16:33 AM","546 ms","OK","Warsaw (Poland)"
"up","03/30/2022 07:15:33 AM","177 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 07:14:33 AM","499 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 07:13:33 AM","614 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 07:12:33 AM","829 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 07:11:33 AM","384 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 07:10:33 AM","247 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 07:09:33 AM","466 ms","OK","Portland 2 (OR)"
"up","03/30/2022 07:08:33 AM","404 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 07:07:33 AM","706 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 07:06:33 AM","623 ms","OK","Warsaw (Poland)"
"up","03/30/2022 07:05:33 AM","147 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 07:04:33 AM","393 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 07:03:33 AM","739 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 07:02:33 AM","645 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 07:01:33 AM","399 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 07:00:33 AM","286 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 06:59:33 AM","507 ms","OK","Portland 2 (OR)"
"up","03/30/2022 06:58:33 AM","551 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 06:57:33 AM","473 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 06:56:33 AM","552 ms","OK","Warsaw (Poland)"
"up","03/30/2022 06:55:33 AM","233 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 06:54:33 AM","463 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 06:53:33 AM","702 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 06:52:33 AM","615 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 06:51:33 AM","395 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 06:50:33 AM","107 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 06:49:33 AM","496 ms","OK","Portland 2 (OR)"
"up","03/30/2022 06:48:33 AM","534 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 06:47:33 AM","412 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 06:46:33 AM","549 ms","OK","Warsaw (Poland)"
"up","03/30/2022 06:45:33 AM","182 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 06:44:33 AM","512 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 06:43:33 AM","751 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 06:42:33 AM","628 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 06:41:33 AM","332 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 06:40:33 AM","119 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 06:39:33 AM","430 ms","OK","Portland 2 (OR)"
"up","03/30/2022 06:38:33 AM","486 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 06:37:33 AM","754 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 06:36:33 AM","534 ms","OK","Warsaw (Poland)"
"up","03/30/2022 06:35:33 AM","259 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 06:34:33 AM","443 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 06:33:33 AM","710 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 06:32:33 AM","707 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 06:31:33 AM","394 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 06:30:33 AM","216 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 06:29:33 AM","392 ms","OK","Portland 2 (OR)"
"up","03/30/2022 06:28:33 AM","528 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 06:27:33 AM","598 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 06:26:33 AM","534 ms","OK","Warsaw (Poland)"
"up","03/30/2022 06:25:33 AM","239 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 06:24:33 AM","400 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 06:23:33 AM","605 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 06:22:33 AM","649 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 06:21:33 AM","353 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 06:20:33 AM","200 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 06:19:33 AM","415 ms","OK","Portland 2 (OR)"
"up","03/30/2022 06:18:33 AM","492 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 06:17:33 AM","655 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 06:16:33 AM","549 ms","OK","Warsaw (Poland)"
"up","03/30/2022 06:15:33 AM","263 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 06:14:33 AM","419 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 06:13:33 AM","693 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 06:12:33 AM","610 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 06:11:33 AM","365 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 06:10:33 AM","267 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 06:09:33 AM","399 ms","OK","Portland 2 (OR)"
"up","03/30/2022 06:08:33 AM","476 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 06:07:33 AM","644 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 06:06:33 AM","516 ms","OK","Warsaw (Poland)"
"up","03/30/2022 06:05:33 AM","272 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 06:04:33 AM","488 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 06:03:33 AM","738 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 06:02:33 AM","572 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 06:01:33 AM","393 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 06:00:33 AM","158 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 05:59:33 AM","404 ms","OK","Portland 2 (OR)"
"up","03/30/2022 05:58:33 AM","458 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 05:57:33 AM","608 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 05:56:33 AM","567 ms","OK","Warsaw (Poland)"
"up","03/30/2022 05:55:33 AM","235 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 05:54:33 AM","535 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 05:53:33 AM","645 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 05:52:33 AM","657 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 05:51:33 AM","399 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 05:50:33 AM","245 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 05:49:33 AM","496 ms","OK","Portland 2 (OR)"
"up","03/30/2022 05:48:33 AM","487 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 05:47:33 AM","618 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 05:46:33 AM","611 ms","OK","Warsaw (Poland)"
"up","03/30/2022 05:45:33 AM","195 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 05:44:33 AM","474 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 05:43:33 AM","678 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 05:42:33 AM","634 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 05:41:33 AM","408 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 05:40:33 AM","253 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 05:39:33 AM","467 ms","OK","Portland 2 (OR)"
"up","03/30/2022 05:38:33 AM","450 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 05:37:33 AM","666 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 05:36:33 AM","575 ms","OK","Warsaw (Poland)"
"up","03/30/2022 05:35:33 AM","216 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 05:34:33 AM","460 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 05:33:33 AM","641 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 05:32:33 AM","637 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 05:31:33 AM","357 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 05:30:33 AM","275 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 05:29:33 AM","435 ms","OK","Portland 2 (OR)"
"up","03/30/2022 05:28:33 AM","510 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 05:27:33 AM","605 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 05:26:33 AM","616 ms","OK","Warsaw (Poland)"
"up","03/30/2022 05:25:33 AM","215 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 05:24:33 AM","378 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 05:23:33 AM","759 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 05:22:33 AM","636 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 05:21:33 AM","342 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 05:20:33 AM","120 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 05:19:33 AM","578 ms","OK","Portland 2 (OR)"
"up","03/30/2022 05:18:33 AM","545 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 05:17:33 AM","660 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 05:16:33 AM","522 ms","OK","Warsaw (Poland)"
"up","03/30/2022 05:15:33 AM","185 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 05:14:33 AM","525 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 05:13:33 AM","758 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 05:12:33 AM","598 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 05:11:33 AM","320 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 05:10:33 AM","219 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 05:09:33 AM","565 ms","OK","Portland 2 (OR)"
"up","03/30/2022 05:08:33 AM","537 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 05:07:33 AM","541 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 05:06:33 AM","521 ms","OK","Warsaw (Poland)"
"up","03/30/2022 05:05:33 AM","201 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 05:04:33 AM","489 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 05:03:33 AM","617 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 05:02:33 AM","658 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 05:01:33 AM","362 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 05:00:33 AM","228 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 04:59:33 AM","529 ms","OK","Portland 2 (OR)"
"up","03/30/2022 04:58:33 AM","440 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 04:57:33 AM","608 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 04:56:33 AM","589 ms","OK","Warsaw (Poland)"
"up","03/30/2022 04:55:33 AM","272 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 04:54:33 AM","414 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 04:53:33 AM","688 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 04:52:33 AM","671 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 04:51:33 AM","355 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 04:50:33 AM","165 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 04:49:33 AM","398 ms","OK","Portland 2 (OR)"
"up","03/30/2022 04:48:33 AM","469 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 04:47:33 AM","579 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 04:46:33 AM","558 ms","OK","Warsaw (Poland)"
"up","03/30/2022 04:45:33 AM","150 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 04:44:33 AM","401 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 04:43:33 AM","688 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 04:42:33 AM","570 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 04:41:33 AM","383 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 04:40:33 AM","150 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 04:39:33 AM","404 ms","OK","Portland 2 (OR)"
"up","03/30/2022 04:38:33 AM","775 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 04:37:33 AM","616 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 04:36:33 AM","547 ms","OK","Warsaw (Poland)"
"up","03/30/2022 04:35:33 AM","235 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 04:34:33 AM","435 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 04:33:33 AM","688 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 04:32:33 AM","700 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 04:31:33 AM","336 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 04:30:33 AM","273 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 04:29:33 AM","394 ms","OK","Portland 2 (OR)"
"up","03/30/2022 04:28:33 AM","484 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 04:27:33 AM","631 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 04:26:33 AM","651 ms","OK","Warsaw (Poland)"
"up","03/30/2022 04:25:33 AM","225 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 04:24:33 AM","400 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 04:23:33 AM","700 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 04:22:33 AM","535 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 04:21:33 AM","378 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 04:20:33 AM","187 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 04:19:33 AM","475 ms","OK","Portland 2 (OR)"
"up","03/30/2022 04:18:33 AM","575 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 04:17:33 AM","500 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 04:16:33 AM","625 ms","OK","Warsaw (Poland)"
"up","03/30/2022 04:15:33 AM","218 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 04:14:33 AM","428 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 04:13:33 AM","727 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 04:12:33 AM","637 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 04:11:33 AM","392 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 04:10:33 AM","246 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 04:09:33 AM","538 ms","OK","Portland 2 (OR)"
"up","03/30/2022 04:08:33 AM","474 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 04:07:33 AM","704 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 04:06:33 AM","490 ms","OK","Warsaw (Poland)"
"up","03/30/2022 04:05:33 AM","277 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 04:04:33 AM","532 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 04:03:33 AM","613 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 04:02:33 AM","521 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 04:01:33 AM","367 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 04:00:33 AM","229 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 03:59:33 AM","407 ms","OK","Portland 2 (OR)"
"up","03/30/2022 03:58:33 AM","531 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 03:57:33 AM","684 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 03:56:33 AM","533 ms","OK","Warsaw (Poland)"
"up","03/30/2022 03:55:33 AM","255 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 03:54:33 AM","473 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 03:53:33 AM","632 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 03:52:33 AM","705 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 03:51:33 AM","362 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 03:50:33 AM","269 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 03:49:33 AM","461 ms","OK","Portland 2 (OR)"
"up","03/30/2022 03:48:33 AM","410 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 03:47:33 AM","565 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 03:46:33 AM","618 ms","OK","Warsaw (Poland)"
"up","03/30/2022 03:45:33 AM","226 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 03:44:33 AM","393 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 03:43:33 AM","653 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 03:42:33 AM","680 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 03:41:33 AM","362 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 03:40:33 AM","201 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 03:39:33 AM","455 ms","OK","Portland 2 (OR)"
"up","03/30/2022 03:38:33 AM","535 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 03:37:33 AM","601 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 03:36:33 AM","520 ms","OK","Warsaw (Poland)"
"up","03/30/2022 03:35:33 AM","168 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 03:34:33 AM","606 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 03:33:33 AM","732 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 03:32:33 AM","759 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 03:31:33 AM","331 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 03:30:33 AM","311 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 03:29:33 AM","469 ms","OK","Portland 2 (OR)"
"up","03/30/2022 03:28:33 AM","516 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 03:27:33 AM","705 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 03:26:33 AM","512 ms","OK","Warsaw (Poland)"
"up","03/30/2022 03:25:33 AM","242 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 03:24:33 AM","511 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 03:23:33 AM","629 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 03:22:33 AM","609 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 03:21:33 AM","375 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 03:20:33 AM","224 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 03:19:33 AM","514 ms","OK","Portland 2 (OR)"
"up","03/30/2022 03:18:33 AM","511 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 03:17:33 AM","581 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 03:16:33 AM","483 ms","OK","Warsaw (Poland)"
"up","03/30/2022 03:15:33 AM","227 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 03:14:33 AM","406 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 03:13:33 AM","768 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 03:12:33 AM","522 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 03:11:33 AM","352 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 03:10:33 AM","161 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 03:09:33 AM","476 ms","OK","Portland 2 (OR)"
"up","03/30/2022 03:08:33 AM","506 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 03:07:33 AM","575 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 03:06:33 AM","569 ms","OK","Warsaw (Poland)"
"up","03/30/2022 03:05:33 AM","217 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 03:04:33 AM","611 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 03:03:33 AM","693 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 03:02:33 AM","629 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 03:01:33 AM","352 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 03:00:33 AM","189 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 02:59:33 AM","577 ms","OK","Portland 2 (OR)"
"up","03/30/2022 02:58:33 AM","499 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 02:57:33 AM","651 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 02:56:33 AM","525 ms","OK","Warsaw (Poland)"
"up","03/30/2022 02:55:33 AM","221 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 02:54:33 AM","465 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 02:53:33 AM","654 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 02:52:33 AM","661 ms","OK","Stockholm 2 (Sweden)"
"up","03/30/2022 02:51:33 AM","370 ms","OK","Los Angeles 3 (CA)"
"up","03/30/2022 02:50:33 AM","164 ms","OK","Philadelphia 2 (PA)"
"up","03/30/2022 02:49:33 AM","449 ms","OK","Portland 2 (OR)"
"up","03/30/2022 02:48:33 AM","498 ms","OK","Frankfurt 3 (Germany)"
"up","03/30/2022 02:47:33 AM","682 ms","OK","Dusseldorf 2 (Germany)"
"up","03/30/2022 02:46:33 AM","554 ms","OK","Warsaw (Poland)"
"up","03/30/2022 02:45:33 AM","225 ms","OK","Chicago 2 (IL)"
"up","03/30/2022 02:44:33 AM","535 ms","OK","San Francisco 2 (CA)"
"up","03/30/2022 02:43:33 AM","726 ms","OK","Thessaloniki (Greece)"
"up","03/30/2022 02:42:33 AM","600 ms","OK","Stockholm 2 (Sweden)"
